Utility Name,Fire Start Date,Fire Start Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Fire Size,Suppressed by,Suppressing Agency,Utility Facility Identification,Other Companies,Voltage (Volts),Equipment Involved With,Equipment Type,Was There an Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment /Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,Notes (Optional):
SCE,8/28/2017,4:10,33.95701,-117.861324,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,OH-795917E,,16kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Insulator,,,Unknown,
SCE,8/29/2017,10:18,34.1521404,-117.2712865,Vegetation,Rural,Less Than .25 Acres,Fire Agency,San Bernadino FD,OH-4823798E,,120/240 V,Conductor,Overhead,Yes,8/29/2017,10:18,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,8/29/2017,5:15,36.177475,-119.170253,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,OH-2138742E,FRONTIER COMMUNI,120/240 V,Conductor,Overhead,Yes,8/29/2017,5:15,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,8/31/2017,15:09,33.674753,-117.337386,Building,Urban,Less Than .25 Acres,Fire Agency,Riverside Fire Department,OH-4162378E,,12kV,Conductor,Overhead,Yes,8/31/2017,15:09,Unknown,,,,Unknown,
SCE,9/1/2017,3:40,33.869634,-117.4369197,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Riverside Fire Department,OH-208182S,AT&T CALIFORNIA,12kV,Conductor,Overhead,Yes,9/1/2017,4:17,Other,,,,Weather,Lighting
SCE,9/7/2017,21:39,33.747166,-117.879602,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Orange County Fire Authority,OH-960075E,,12kV,Conductor,Overhead,Yes,9/7/2017,21:39,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,9/21/2017,17:57,33.959953,-116.544918,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Riverside Fire Department,OH-4627373E,,12kV,Conductor,Overhead,Yes,9/21/2017,16:03,Wire-Wire Contact,,,,Unknown,
SCE,9/22/2017,13:26,34.0476499,-117.3985134,Vegetation,Rural,Less Than .25 Acres,Fire Agency,San Bernadino FD,OH-801734E,AT&T CALIFORNIA,12kV,Conductor,Overhead,Yes,9/22/2017,13:26,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,9/27/2017,18:40,34.155404,-118.6977299,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-1526413E,,120/240 V,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,9/28/2017,20:34,33.748568,-116.945547,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Hemet Fire Department,OH-1743227E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,9/28/2017,16:27,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,9/29/2017,15:09,36.3426512,-119.6343487,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-4478990E,AT&T CALIFORNIA,120/240 V,Conductor,Overhead,No,,,Unknown,,,,Unknown,
SCE,10/3/2017,11:20,35.969334,-119.2977907,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Tulare County Fire Department,OH-765636E,AT&T CALIFORNIA,120/240 V,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,10/6/2017,12:18,34.2530352,-118.7683783,Vegetation,Urban,Structure Only,Fire Agency,Simi Valley FD,OH-1539057E,TIME WARNER CABL,16kV,Conductor,Overhead,Yes,10/6/2017,12:18,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,10/10/2017,15:55,36.348622,-119.42202,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Tulare County Fire Department,OH-4621799e,AT&T CALIFORNIA,12kV,Conductor,Overhead,Yes,10/10/2017,15:55,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,10/16/2017,6:11,34.021742,-117.506912,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Riverside Fire Department,OH-1670014E,AT&T CALIFORNIA,12kV,Conductor,Overhead,Yes,10/16/2017,6:11,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,10/18/2017,13:34,33.770208,-117.215667,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Riverside Fire Department,OH-1564666E,,12kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,10/27/2017,23:45,34.4569987,-119.5648036,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,OH-1675192E,FRONTIER COMMUNI,16kV,Conductor,Overhead,No,,,Unknown,,,,Unknown,
SCE,11/11/2017,10:32,34.427116,-119.644052,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Santa Barbara Fire Department,OH-4255539E,"NEXTG NETWORKS,F",4 kV,Conductor,Overhead,Yes,11/11/2017,10:32:00 A,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,11/11/2017,3:27,34.0044624,-117.6486525,Vegetation,Urban,Less Than .25 Acres,Utility,,OH-4019309E,,66kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,11/13/2017,13:49,33.739098,-117.27778,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-4059962E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,11/13/2017,13:49,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,12/1/2017,14:29,33.76145,-117.266669,Vegetation,Rural,.26 - 9.99 Acres,Unknown,,OH-4404592e,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,12/1/2017,14:29,Equipment/Facility Failure,Crossarm,,,Unknown,
SCE,12/5/2017,11:38,33.95701,-117.861324,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-788945H,"NEXTG NETWORKS,",12kV,Conductor,Overhead,Yes,12/5/2017,11:38,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,12/21/2017,23:40,34.179529,-118.133769,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LACFD,OH-4513407E,,120/240 V,Conductor,Overhead,Yes,12/21/2017,23:40,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,1/8/2018,18:28,34.04812,-118.089905,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Gabriel Fire Department,1094255E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,1/8/2018,18:28,Equipment/Facility Failure,Other,,,Unknown,
SCE,1/9/2018,3:48,34.060019,-118.392263,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Beverly Hills Fire Department,1085977E,"AT&T CALIFORNIA, C",16 kV,Conductor,Overhead,Yes,1/9/2018,3:48,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,1/25/2018,14:05,34.085647,-118.065207,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,1429951E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,1/25/2018,14:05,Equipment/Facility Failure,Other,,,Unknown,
SCE,1/31/2018,8:29,33.707385,-117.052388,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Hemet Fire Department,4234368E,,12 kV,Conductor,Overhead,Yes,1/31/2018,8:29,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,2/12/2018,17:07,33.898657,-118.353636,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,1099427E,,16 kV,Conductor,Overhead,Yes,2/12/2018,17:07,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,2/13/2018,5:34,34.0502871,-118.6455857,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,4521770E,CHARTER COMMUNI,16 kV,Conductor,Overhead,Yes,2/13/2018,5:34,Contact From Object,,Vehicle,Pole,Unknown,
SCE,2/14/2018,11:12,34.0626319,-118.0655046,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,"Garvey/Rosemead, South El Monte",,16 kV,Transformer,Overhead,Yes,2/14/2018,11:12,Unknown,,,,Unknown,
SCE,2/23/2018,9:29,33.95849,-118.23172,Vegetation,Urban,Less Than .25 Acres,Unknown,,1698684E,,120/240 V,Conductor,Overhead,Yes,2/23/2018,9:29,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,2/25/2018,13:07,34.014605,-118.448674,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Santa Monica Fire Department,828710E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,2/25/2018,13:07,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,2/28/2018,10:35,33.953711,-118.34464,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,1701012E,"AT&T CALIFORNIA, S",16 kV,Conductor,Overhead,Yes,2/28/2018,10:35,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,3/15/2018,9:08,34.206839,-119.144592,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,1603338E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,3/15/2018,9:08,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,3/18/2018,13:07,33.7372,-117.985805,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Westminster Fire Department,1220403E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,3/18/2018,13:07,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,4/9/2018,13:32,34.282314,-119.286897,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,1477463E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,4/9/2018,13:32,Wire-Wire Contact,,,,Human Error,
SCE,4/10/2018,12:33,34.397758,-117.357106,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,4066725E,CHARTER COMMUNI,12 kV,Conductor,Overhead,Yes,4/10/2018,12:33,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,4/12/2018,16:33,33.992793,-117.994457,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,4159279E,,4 kV,Conductor,Overhead,Yes,4/12/2018,16:33,Wire-Wire Contact,,,,Unknown,
SCE,4/13/2018,10:26,34.122529,-117.2470138,Vegetation,Urban,Less Than .25 Acres,Unknown,,"25571 Walker St, San Bndo",,4 kV,Conductor,Overhead,Yes,4/13/2018,10:26,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,4/14/2018,17:18,34.0616185,-118.050598,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,4294956E,,16 kV,Transformer,Overhead,Yes,4/14/2018,17:18,Equipment/Facility Failure,Other,,,Unknown,
SCE,4/15/2018,15:08,34.862964,-118.178203,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,992250E,AT&T CALIFORNIA,4 kV,Conductor,Overhead,Yes,4/15/2018,15:08,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,4/16/2018,6:27,33.949919,-117.992899,Vegetation,Urban,Less Than .25 Acres,Unknown,,4705273e,,12 kV,Conductor,Overhead,Yes,4/16/2018,6:27,Equipment/Facility Failure,Switch,,,Unknown,
SCE,4/17/2018,0:04,33.984865,-118.059122,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,2274423E,FRONTIER COMMUNI,4 kV,Conductor,Overhead,Yes,4/17/2018,0:04,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,4/19/2018,21:58,34.625698,-118.31477,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,Los Angeles County Fire Department,2334378E,AT&T CALIFORNIA,12 kV,Conductor,Overhead,Yes,4/19/2018,21:58,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,4/20/2018,8:38,34.462793,-119.895814,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,Santa Barbara County Fire Department,"1300 Ellwood Ranch Rd, Goleta",,12 kV,Conductor,Overhead,Yes,4/20/2018,8:38,Contact From Object,,Vehicle,Pole,Unknown,
SCE,4/22/2018,13:31,33.857521,-118.222314,Vegetation,Urban,Less Than .25 Acres,Unknown,,1978567E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,4/22/2018,13:31,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,4/28/2018,17:03,33.78731,-117.2614238,Vegetation,Urban,.26 - 9.99 Acres,Unknown,,22942 La More Rd.  Perris,,16 kV,Conductor,Overhead,Yes,4/28/2018,17:03,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,4/28/2018,14:23,33.682037,-117.3276028,Vegetation,Urban,10 - 99 Acres,Fire Agency,Fire Agency,Langstaff & Camino Del Norte in Lake,,33 kV,Conductor,Overhead,Yes,4/28/2018,14:23,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,4/29/2018,11:31,33.696296,-117.206089,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,Roverside Fire Department,"29234 Murrieta Rd, sun City. X St Westridge",,12 kV,Conductor,Overhead,Yes,4/29/2018,11:31,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/2/2018,14:56,33.789971,-118.3367549,Vegetation,Urban,Less Than .25 Acres,Unknown,,198352E,,16 kV,Conductor,Overhead,Yes,5/2/2018,14:56,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/3/2018,16:57,33.975378,-117.2326921,Vegetation,Urban,Less Than .25 Acres,Unknown,,HEACOCK CROSS RECHE VISTA CITY OF MOR,,12 kV,Conductor,Overhead,Yes,5/3/2018,16:57,Equipment/Facility Failure,Other,,,Unknown,
SCE,5/9/2018,17:52,33.92363,-117.998867,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,1398814E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,5/9/2018,17:52,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,5/11/2018,18:22,34.07284,-117.284467,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Bernardino County Fire Department,1531968E,,12 kV,Conductor,Overhead,Yes,5/11/2018,18:22,Vandalism/Theft,,,,Unknown,
SCE,5/16/2018,18:26,34.15245,-117.3404745,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Bernardino County Fire Department,"Kent St & Kerry Street, San Bernardino",,12 kV,Conductor,Overhead,Yes,5/16/2018,18:26,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/21/2018,12:24,33.505351,-117.178778,Vegetation,Urban,Less Than .25 Acres,Unknown,,X5418779,,12 kV,Conductor,Subsurfac,Yes,5/21/2018,12:24,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,5/26/2018,18:16,36.211736,-119.3142963,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Tulare Fire Department,"2200 E Tulare Av, Tulare",,12 kV,Conductor,Overhead,Yes,5/26/2018,18:16,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,5/31/2018,16:03,36.3264679,-119.3675661,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Visilia Fire Department,4141017E,COMCAST OF SIERR,12 kV,Conductor,Overhead,Yes,5/31/2018,16:03,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,6/2/2018,10:41,35.893067,-118.9207053,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Calfire,Avenue 56 and Old Stage Road in Ducor.,,12 kV,Conductor,Overhead,Yes,6/2/2018,11:12,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,6/5/2018,21:51,33.937109,-117.1755337,Vegetation,Urban,Less Than .25 Acres,Unknown,,Eucalyptus and auto mall drive,,12 kV,Conductor,Overhead,Yes,6/5/2018,21:51,Contact From Object,,Vehicle,Pole,Unknown,
SCE,6/6/2018,0:13,33.938927,-117.172967,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Moreno Valley Fire Department,4275896E,,16 kV,Conductor,Overhead,Yes,6/6/2018,0:13,Contact From Object,,Vehicle,Pole,Unknown,
SCE,6/6/2018,23:50,34.094787,-118.045585,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,Los Angeles County Fire Department,628981E,AT&T CALIFORNIA,16 kV,Transformer,Overhead,Yes,6/6/2018,23:50,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,6/8/2018,11:53,34.914015,-116.9886001,Vegetation,Urban,Less Than .25 Acres,Unknown,,SOAPMINE RD. X HWY 58   SAN BERNARDINO,,12 kV,Conductor,Overhead,Yes,6/8/2018,11:53,Contact From Object,,Vehicle,Pole,Unknown,
SCE,6/10/2018,6:07,33.945659,-116.9813026,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Fire Agency,1764306E,,12 kV,Conductor,Overhead,Yes,6/10/2018,6:07,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,6/12/2018,13:27,34.030899,-117.120767,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Calfire,400764E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,6/12/2018,13:27,Contact From Object,,Vehicle,Pole,Unknown,
SCE,6/13/2018,20:30,34.988277,-117.892299,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,OH-4168509E,,115 kV,Conductor,Overhead,Yes,6/13/2018,20:30,Unknown,,,,Unknown,
SCE,6/13/2018,20:49,36.204221,-119.0927292,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Tulare Fire Department,Lindsay-Strathmore 66 kV,,66 kV,Conductor,Overhead,Yes,6/13/2018,20:49,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,6/15/2018,17:04,34.370192,-117.317903,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Calfire,4769611E,,12 kV,Conductor,Overhead,Yes,6/15/2018,17:04,Contact From Object,,Vehicle,Pole,Unknown,
SCE,6/17/2018,11:52,33.754837,-117.659331,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Orange County Fire Authority,960239E,,16 kV,Conductor,Overhead,Yes,6/17/2018,11:52,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/18/2018,11:18,34.601641,-117.342609,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Bernardino County Fire Department,4620608E,,33 kV,Conductor,Overhead,Yes,6/18/2018,11:18,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,6/18/2018,13:48,34.136202,-117.318897,Vegetation,Urban,Less Than .25 Acres,Unknown,,4671412E,,12 kV,Conductor,Overhead,Yes,6/18/2018,13:48,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/19/2018,10:15,36.350922,-119.427953,Vegetation,Urban,Less Than .25 Acres,Unknown,,1620140E,,12 kV,Conductor,Overhead,Yes,6/19/2018,10:15,Contact From Object,,Vehicle,Pole,Unknown,
SCE,6/19/2018,19:45,33.829414,-117.178382,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Riverside Fire Department,4162053E,FRONTIER COMMUNI,33 kV,Conductor,Overhead,Yes,6/19/2018,19:45,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,6/24/2018,15:58,34.458841,-119.28704,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,1781640E,,12 kV,Conductor,Overhead,Yes,6/24/2018,15:58,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,6/26/2018,20:48,34.015815,-117.0214768,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Calfire,"Holmes St/Wildwood Canyon Rd, Yucaipa",,12 kV,Conductor,Overhead,Yes,6/26/2018,20:48,Contact From Object,,Vehicle,Pole,Unknown,
SCE,6/29/2018,3:30,34.135828,-118.5993591,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,"View Ridge Rd/Topanga Canyon Blvd,  County of L",,12 kV,Conductor,Overhead,Yes,6/29/2018,3:30,Equipment/Facility Failure,Insulator,,,Unknown,
SCE,7/5/2018,3:19,33.817094,-118.012782,Vegetation,Urban,Less Than .25 Acres,Unknown,,4086275E,,12 kV,Conductor,Overhead,No,,,Unknown,,,,Unknown,
SCE,7/6/2018,5:38,34.674356,-118.4517369,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,465140E,,12 kV,Conductor,Overhead,Yes,7/6/2018,5:38,Contact From Object,,Vehicle,Pole,Unknown,
SCE,7/7/2018,7:12,34.094787,-118.045585,Vegetation,Urban,Structure Only,Fire Agency,Los Angeles County Fire Department,628981E,,16 kV,Conductor,Overhead,Yes,7/7/2018,7:12,Unknown,,,,Unknown,
SCE,7/7/2018,16:16,34.09464,-118.0031082,Vegetation,Urban,Less Than .25 Acres,Fire Agency,El Monte Fire Department,"5226 Cogswell Rd, El Monte",,120/240 V,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,7/10/2018,14:31,34.2173,-118.206611,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,883935E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,7/10/2018,14:31,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,7/11/2018,5:26,34.459477,-118.5236846,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,Copperhill Dr/Hiddenhills D,r,16 kV,Conductor,Padmount,Yes,7/11/2018,5:26,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,7/15/2018,13:27,34.112984,-117.379243,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Rialto Fire Department,262137S,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,7/15/2018,13:27,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,7/19/2018,13:49,33.373191,-117.555512,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Clemente Fire Department,4023315E,,12 kV,Conductor,Overhead,Yes,7/19/2018,13:49,Unknown,,,,Unknown,
SCE,7/23/2018,11:18,33.783664,-118.184041,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Long Beach Fire Department,2167194E,,12 kV,Conductor,Overhead,Yes,7/23/2018,11:18,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,7/26/2018,11:27,34.09022,-117.900526,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,1127437E,FRONTIER COMMUNI,4 kV,Conductor,Overhead,Yes,7/26/2018,11:27,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,7/29/2018,7:04,34.122231,-117.655074,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Bernardino County Fire Department,1386508E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,7/29/2018,7:04,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,8/4/2018,3:09,36.3502539,-119.6542994,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Hanford Fire Department,"533 Lotus  Hanford, CA",,12 kV,Conductor,Overhead,Yes,8/4/2018,3:09,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,8/4/2018,0:43,37.189478,-119.273836,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Calfire,OH-7021454,,220 kV,Conductor,Overhead,Yes,8/4/2018,2:21,Equipment/Facility Failure,Other,,,Unknown,
SCE,8/7/2018,20:37,33.873988,-116.834479,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Riverside Fire Department,2204715E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,8/7/2018,20:37,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,8/8/2018,22:28,34.0726401,-118.1191849,Vegetation,Urban,Less Than .25 Acres,Fire Agency,City Of Alhambra Fire Department,"1842 S CHAPEL AVE,  ALHAMBRA",,4 kV,Conductor,Overhead,Yes,8/8/2018,22:28,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,8/14/2018,9:22,33.56424,-117.71675,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Orange County Fire Authority,1854749e,,12 kV,Conductor,Overhead,Yes,8/14/2018,9:22,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,8/19/2018,10:46,33.890402,-118.2540634,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Downy Fire Department,517 S Barclay Ave Downy,,4 kV,Conductor,Overhead,Yes,8/19/2018,10:46,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,8/20/2018,6:49,33.953443,-118.14021,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,979721E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,8/20/2018,6:49,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,8/23/2018,10:15,34.410034,-118.909348,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,836000E,TIME WARNER CABL,16 kV,Conductor,Overhead,Yes,8/23/2018,10:15,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,8/25/2018,13:28,34.273807,-119.1354107,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,Vineyard Ave. c/o Los Angeles Ave.  Ventura Coun,,16 kV,Conductor,Overhead,Yes,8/25/2018,13:28,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,8/29/2018,17:32,35.735773,-118.7191542,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,"Jack Ranch Rd/White River Rd, Kernville□",,12 kV,Conductor,Overhead,Yes,8/29/2018,19:06,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,8/29/2018,13:59,34.764182,-117.2580088,Vegetation,Rural,Less Than .25 Acres,Fire Agency,San Bernardino County Fire Department,Across from 18580 Wagonwheel rd in Helendale,,12 kV,Conductor,Overhead,Yes,8/29/2018,13:59,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,8/30/2018,14:12,34.4346052,-117.6441696,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Bernardino County Fire Department,"849 Juniper Road, Pinon Hills",,12 kV,Conductor,Overhead,Yes,8/30/2018,14:12,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,8/31/2018,20:30,34.219688,-118.862829,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,"2969 Calle Lacota, Thousand Oak",,16 kV,Conductor,Overhead,Yes,8/31/2018,20:30,Equipment/Facility Failure,Other,,,Unknown,
SCE,9/14/2018,17:14,34.058309,-118.049155,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,2218739E,"AT&T CALIFORNIA, L",16 kV,Conductor,Overhead,Yes,9/14/2018,17:14,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,9/18/2018,8:34,33.904438,-118.33357,Vegetation,Urban,Less Than .25 Acres,Self Extinguished,,1423612E,AT&T CALIFORNIA,12 kV,Conductor,Overhead,Yes,9/18/2018,8:34,Equipment/Facility Failure,Other,,,Unknown,
SCE,9/21/2018,8:28,34.07282,-117.0397255,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Calfire,Juniper St.  Yucaipa,,33 kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,9/23/2018,13:54,34.399172,-118.474361,Vegetation,Urban,Less Than .25 Acres,Unknown,,1712529E,TIME WARNER CABL,16 kV,Conductor,Overhead,Yes,9/23/2018,13:54,Contact From Object,,Vehicle,Pole,Unknown,
SCE,9/25/2018,14:39,34.210171,-118.882934,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,1754065E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,9/25/2018,14:39,Contact From Object,,Balloons,Electric Facility,Unknown,
